system:index,landcover,.geo
26,102,"{""type"":""Point"",""coordinates"":[-70.65043129187376,43.82877642214672]}"
27,102,"{""type"":""Point"",""coordinates"":[-70.63841499548704,43.84549230058966]}"
28,102,"{""type"":""Point"",""coordinates"":[-70.63069023352415,43.82840490499459]}"
29,102,"{""type"":""Point"",""coordinates"":[-70.63034691077024,43.82221261201662]}"
30,102,"{""type"":""Point"",""coordinates"":[-70.72252907019407,43.843882827161714]}"
31,102,"{""type"":""Point"",""coordinates"":[-70.72785057287962,43.846111317268665]}"
32,102,"{""type"":""Point"",""coordinates"":[-70.63395179968626,43.83694921444179]}"
33,102,"{""type"":""Point"",""coordinates"":[-70.66828407507688,43.878786274180975]}"
34,102,"{""type"":""Point"",""coordinates"":[-70.67669548254759,43.88324056257565]}"
35,102,"{""type"":""Point"",""coordinates"":[-70.68665184241087,43.88757080146661]}"
36,102,"{""type"":""Point"",""coordinates"":[-70.68716682654173,43.89882794942844]}"
37,102,"{""type"":""Point"",""coordinates"":[-70.67377723913938,43.88262193132392]}"
38,102,"{""type"":""Point"",""coordinates"":[-70.69950146582926,43.90798054494361]}"
39,102,"{""type"":""Point"",""coordinates"":[-70.70138974097574,43.906372758429136]}"
40,102,"{""type"":""Point"",""coordinates"":[-70.71786923316324,43.926034241625196]}"
41,102,"{""type"":""Point"",""coordinates"":[-70.7173542490324,43.92417966224802]}"
42,102,"{""type"":""Point"",""coordinates"":[-70.63907666114176,43.90538332975813]}"
43,102,"{""type"":""Point"",""coordinates"":[-70.63787503150309,43.90427020284535]}"
44,102,"{""type"":""Point"",""coordinates"":[-70.64353985694254,43.906867466597454]}"
45,102,"{""type"":""Point"",""coordinates"":[-70.73177380469645,43.83793977987767]}"
46,102,"{""type"":""Point"",""coordinates"":[-70.73177380469645,43.8364539255573]}"
47,102,"{""type"":""Point"",""coordinates"":[-70.72748227027262,43.83831123767658]}"
48,102,"{""type"":""Point"",""coordinates"":[-70.72370571997965,43.83880651114459]}"
49,102,"{""type"":""Point"",""coordinates"":[-70.73211712745035,43.842397120840495]}"
50,102,"{""type"":""Point"",""coordinates"":[-70.73675198462809,43.84053993590783]}"
51,102,"{""type"":""Point"",""coordinates"":[-70.74087185767496,43.84041612152343]}"
52,102,"{""type"":""Point"",""coordinates"":[-70.73915524390543,43.839797045747346]}"
53,102,"{""type"":""Point"",""coordinates"":[-70.73915524390543,43.83831123767658]}"
54,102,"{""type"":""Point"",""coordinates"":[-70.73057217505777,43.835587160117164]}"
55,102,"{""type"":""Point"",""coordinates"":[-70.72765393164957,43.8364539255573]}"
56,102,"{""type"":""Point"",""coordinates"":[-70.72456402686441,43.833358276887914]}"
57,102,"{""type"":""Point"",""coordinates"":[-70.7044796457609,43.931844882596906]}"
58,102,"{""type"":""Point"",""coordinates"":[-70.71014447120035,43.92887781770636]}"
59,102,"{""type"":""Point"",""coordinates"":[-70.71117443946207,43.92999048438609]}"
60,102,"{""type"":""Point"",""coordinates"":[-70.71134610083902,43.92838329250071]}"
61,102,"{""type"":""Point"",""coordinates"":[-70.64130825904215,43.90204388657724]}"
62,102,"{""type"":""Point"",""coordinates"":[-70.64439816382732,43.90179651296369]}"
63,102,"{""type"":""Point"",""coordinates"":[-70.64525647071207,43.89882794942844]}"
64,102,"{""type"":""Point"",""coordinates"":[-70.6466297617277,43.895240737680126]}"
65,102,"{""type"":""Point"",""coordinates"":[-70.64508480933512,43.89561183857216]}"
66,102,"{""type"":""Point"",""coordinates"":[-70.64371151831949,43.8891790957405]}"
67,102,"{""type"":""Point"",""coordinates"":[-70.64525647071207,43.88930280888594]}"
68,102,"{""type"":""Point"",""coordinates"":[-70.64396901038492,43.90655827447405]}"
69,102,"{""type"":""Point"",""coordinates"":[-70.64568562415445,43.90612540280317]}"
70,102,"{""type"":""Point"",""coordinates"":[-70.64757389930094,43.91317463534717]}"
71,102,"{""type"":""Point"",""coordinates"":[-70.64705891517008,43.91199982123482]}"
72,102,"{""type"":""Point"",""coordinates"":[-70.64920468238199,43.90798054494361]}"
73,102,"{""type"":""Point"",""coordinates"":[-70.65023465064371,43.90847523974967]}"
74,102,"{""type"":""Point"",""coordinates"":[-70.66388173011148,43.91261814734275]}"
75,102,"{""type"":""Point"",""coordinates"":[-70.66551251319254,43.912679979600206]}"
76,102,"{""type"":""Point"",""coordinates"":[-70.64456982520426,43.90612540280318]}"
77,102,"{""type"":""Point"",""coordinates"":[-70.64388317969645,43.89938456636556]}"
78,102,"{""type"":""Point"",""coordinates"":[-70.47018687629964,43.74635849010142]}"
79,102,"{""type"":""Point"",""coordinates"":[-70.46795527839924,43.74611047051427]}"
80,102,"{""type"":""Point"",""coordinates"":[-70.46950023079182,43.745986460335324]}"
81,102,"{""type"":""Point"",""coordinates"":[-70.48426310920979,43.737677193114756]}"
82,102,"{""type"":""Point"",""coordinates"":[-70.48615138435628,43.73643690506898]}"
83,102,"{""type"":""Point"",""coordinates"":[-70.48340480232503,43.737429137560824]}"
84,102,"{""type"":""Point"",""coordinates"":[-70.53867976570393,43.787639421411015]}"
85,102,"{""type"":""Point"",""coordinates"":[-70.53970973396567,43.78602838791117]}"
86,102,"{""type"":""Point"",""coordinates"":[-70.54125468635823,43.78602838791117]}"
87,102,"{""type"":""Point"",""coordinates"":[-70.54279963875081,43.785532676560486]}"
88,102,"{""type"":""Point"",""coordinates"":[-70.55567424202229,43.791604857348645]}"
89,102,"{""type"":""Point"",""coordinates"":[-70.5563608875301,43.789993930729096]}"
90,102,"{""type"":""Point"",""coordinates"":[-70.55670421028401,43.78887864840316]}"
91,102,"{""type"":""Point"",""coordinates"":[-70.55773417854573,43.78887864840316]}"
92,102,"{""type"":""Point"",""coordinates"":[-70.56082408333089,43.78367372238389]}"
93,102,"{""type"":""Point"",""coordinates"":[-70.56116740608479,43.782434387484265]}"
94,102,"{""type"":""Point"",""coordinates"":[-70.46864192390706,43.76979170398157]}"
95,102,"{""type"":""Point"",""coordinates"":[-70.33916847575796,43.66801866125032]}"
96,102,"{""type"":""Point"",""coordinates"":[-70.3386534916271,43.66677693125336]}"
97,102,"{""type"":""Point"",""coordinates"":[-70.3386534916271,43.66528682134953]}"
98,102,"{""type"":""Point"",""coordinates"":[-70.2947081791271,43.643551848855545]}"
99,102,"{""type"":""Point"",""coordinates"":[-70.29676811565054,43.64268228633067]}"
100,102,"{""type"":""Point"",""coordinates"":[-70.2972830997814,43.6413158055048]}"
101,102,"{""type"":""Point"",""coordinates"":[-70.30466453899038,43.63970083354887]}"
102,102,"{""type"":""Point"",""coordinates"":[-70.3027762638439,43.63895544723565]}"
103,102,"{""type"":""Point"",""coordinates"":[-70.30140297282827,43.63783735042757]}"
104,102,"{""type"":""Point"",""coordinates"":[-70.29573814738882,43.64268228633067]}"
105,102,"{""type"":""Point"",""coordinates"":[-70.34895317424429,43.636719232813554]}"
106,102,"{""type"":""Point"",""coordinates"":[-70.34912483562124,43.6365949962388]}"
107,102,"{""type"":""Point"",""coordinates"":[-70.34826652873647,43.636222284973364]}"
108,102,"{""type"":""Point"",""coordinates"":[-70.40886299480093,43.69111015680855]}"
109,102,"{""type"":""Point"",""coordinates"":[-70.41023628581655,43.69185489579792]}"
110,102,"{""type"":""Point"",""coordinates"":[-70.40680305827749,43.68540018398942]}"
111,102,"{""type"":""Point"",""coordinates"":[-70.40508644450796,43.684903638925505]}"
112,102,"{""type"":""Point"",""coordinates"":[-70.14949727350057,43.69205751259338]}"
113,102,"{""type"":""Point"",""coordinates"":[-70.14735150628866,43.6915610226387]}"
114,102,"{""type"":""Point"",""coordinates"":[-70.14503407769979,43.6924919379321]}"
115,102,"{""type"":""Point"",""coordinates"":[-70.14082837396444,43.69925615505434]}"
116,102,"{""type"":""Point"",""coordinates"":[-70.14194417291463,43.69919410148451]}"
117,102,"{""type"":""Point"",""coordinates"":[-70.14039922052206,43.698387399232445]}"
118,102,"{""type"":""Point"",""coordinates"":[-70.14108586602987,43.69758068612684]}"
119,102,"{""type"":""Point"",""coordinates"":[-70.14082837396444,43.696711906029016]}"
120,102,"{""type"":""Point"",""coordinates"":[-70.1413433580953,43.69646368083192]}"
121,102,"{""type"":""Point"",""coordinates"":[-70.1413433580953,43.69646368083192]}"
122,102,"{""type"":""Point"",""coordinates"":[-70.14091420465292,43.69652573722752]}"
123,102,"{""type"":""Point"",""coordinates"":[-70.14082837396444,43.69652573722752]}"
124,102,"{""type"":""Point"",""coordinates"":[-70.14160085016073,43.696153397890555]}"
125,102,"{""type"":""Point"",""coordinates"":[-70.1596252947408,43.69261605887946]}"
126,102,"{""type"":""Point"",""coordinates"":[-70.15919614129842,43.692740179569945]}"
127,102,"{""type"":""Point"",""coordinates"":[-70.15953946405233,43.69280223981885]}"
128,102,"{""type"":""Point"",""coordinates"":[-70.1603977709371,43.69230575602941]}"
129,102,"{""type"":""Point"",""coordinates"":[-70.16177106195272,43.692243695266725]}"
130,102,"{""type"":""Point"",""coordinates"":[-70.1622002153951,43.692181634439855]}"
131,102,"{""type"":""Point"",""coordinates"":[-70.16966748529256,43.68591316011988]}"
132,102,"{""type"":""Point"",""coordinates"":[-70.16906667047323,43.68684416307511]}"
133,102,"{""type"":""Point"",""coordinates"":[-70.16863751703085,43.6872165602113]}"
134,102,"{""type"":""Point"",""coordinates"":[-70.1676933794576,43.686471763626976]}"
135,102,"{""type"":""Point"",""coordinates"":[-70.1673500567037,43.68591316011989]}"
136,102,"{""type"":""Point"",""coordinates"":[-70.16786504083456,43.68585109274244]}"
137,102,"{""type"":""Point"",""coordinates"":[-70.16803670221151,43.68597522743311]}"
138,102,"{""type"":""Point"",""coordinates"":[-70.1713840990621,43.68591316011988]}"
