system:index,landcover,.geo
122,104,"{""type"":""Point"",""coordinates"":[-70.53112887017994,44.00710825340713]}"
123,104,"{""type"":""Point"",""coordinates"":[-70.53181551568775,44.00525620350889]}"
124,104,"{""type"":""Point"",""coordinates"":[-70.53112887017994,44.00365104682336]}"
125,104,"{""type"":""Point"",""coordinates"":[-70.53078554742604,44.001798888985824]}"
126,104,"{""type"":""Point"",""coordinates"":[-70.52975557916432,44.00056408496946]}"
127,104,"{""type"":""Point"",""coordinates"":[-70.52924059503346,43.999205770868265]}"
128,104,"{""type"":""Point"",""coordinates"":[-70.52855394952564,43.99883531617101]}"
129,104,"{""type"":""Point"",""coordinates"":[-70.52769564264088,43.998588345087875]}"
130,104,"{""type"":""Point"",""coordinates"":[-70.53009890191822,43.99920577086827]}"
131,104,"{""type"":""Point"",""coordinates"":[-70.52941225641041,43.99710649700128]}"
132,104,"{""type"":""Point"",""coordinates"":[-70.52855394952564,43.99685951872222]}"
133,104,"{""type"":""Point"",""coordinates"":[-70.52632235162525,43.998464859160784]}"
134,104,"{""type"":""Point"",""coordinates"":[-70.61421297662525,44.033154294285765]}"
135,104,"{""type"":""Point"",""coordinates"":[-70.61644457452564,44.0352522923952]}"
136,104,"{""type"":""Point"",""coordinates"":[-70.61730288141042,44.03352453464343]}"
137,104,"{""type"":""Point"",""coordinates"":[-70.61541460626393,44.03253722188289]}"
138,104,"{""type"":""Point"",""coordinates"":[-70.62090777032644,44.04870239774612]}"
139,104,"{""type"":""Point"",""coordinates"":[-70.6191911565569,44.04598794354227]}"
140,104,"{""type"":""Point"",""coordinates"":[-70.61747454278736,44.03278405161505]}"
141,104,"{""type"":""Point"",""coordinates"":[-70.61524294488697,44.0324138066313]}"
142,104,"{""type"":""Point"",""coordinates"":[-70.61816118829518,44.031920143054855]}"
143,104,"{""type"":""Point"",""coordinates"":[-70.61627291314869,44.03266063687747]}"
144,104,"{""type"":""Point"",""coordinates"":[-70.61455629937916,44.03278405161505]}"
145,104,"{""type"":""Point"",""coordinates"":[-70.6609048711565,43.98426226339133]}"
146,104,"{""type"":""Point"",""coordinates"":[-70.66399477594167,43.98537389347225]}"
147,104,"{""type"":""Point"",""coordinates"":[-70.66536806695729,43.98648550273682]}"
148,104,"{""type"":""Point"",""coordinates"":[-70.66227816217213,43.98438577887273]}"
149,104,"{""type"":""Point"",""coordinates"":[-70.59224032037525,44.01488623153132]}"
150,104,"{""type"":""Point"",""coordinates"":[-70.58760546319752,44.016614532590985]}"
151,104,"{""type"":""Point"",""coordinates"":[-70.5920686589983,44.013775154250446]}"
152,104,"{""type"":""Point"",""coordinates"":[-70.5891504155901,44.016861428630314]}"
153,104,"{""type"":""Point"",""coordinates"":[-70.59000872247488,44.01389860830966]}"
154,104,"{""type"":""Point"",""coordinates"":[-70.5946435796526,44.0143924219765]}"
155,104,"{""type"":""Point"",""coordinates"":[-70.59430025689869,44.01365169993422]}"
156,104,"{""type"":""Point"",""coordinates"":[-70.58777712457447,44.01636763552363]}"
157,104,"{""type"":""Point"",""coordinates"":[-70.60030840509205,44.00710825340713]}"
158,104,"{""type"":""Point"",""coordinates"":[-70.59979342096119,44.00525620350889]}"
159,104,"{""type"":""Point"",""coordinates"":[-70.59859179132252,44.003897996832734]}"
160,104,"{""type"":""Point"",""coordinates"":[-70.59773348443775,44.003033667302454]}"
161,104,"{""type"":""Point"",""coordinates"":[-70.60133837335377,44.0063674403868]}"
162,104,"{""type"":""Point"",""coordinates"":[-70.61764620416432,44.03105622190129]}"
163,104,"{""type"":""Point"",""coordinates"":[-70.61816118829518,44.030068868019676]}"
164,104,"{""type"":""Point"",""coordinates"":[-70.61867617242604,44.029328341814235]}"
165,104,"{""type"":""Point"",""coordinates"":[-70.331552420913,43.928120951576176]}"
166,104,"{""type"":""Point"",""coordinates"":[-70.33017912989737,43.927131884467876]}"
167,104,"{""type"":""Point"",""coordinates"":[-70.32777587062003,43.926637344746375]}"
168,104,"{""type"":""Point"",""coordinates"":[-70.3341273415673,43.929110002238176]}"
169,104,"{""type"":""Point"",""coordinates"":[-70.33326903468253,43.93850516326331]}"
170,104,"{""type"":""Point"",""coordinates"":[-70.33241072779776,43.93801071810863]}"
171,104,"{""type"":""Point"",""coordinates"":[-70.33344069605948,43.93615651215939]}"
172,104,"{""type"":""Point"",""coordinates"":[-70.33120909815909,43.934796724382316]}"
173,104,"{""type"":""Point"",""coordinates"":[-70.33000746852042,43.932818795745305]}"
174,104,"{""type"":""Point"",""coordinates"":[-70.33326903468253,43.934673105769825]}"
175,104,"{""type"":""Point"",""coordinates"":[-70.33807555323722,43.938257941199886]}"
176,104,"{""type"":""Point"",""coordinates"":[-70.33584395533683,43.943325788045726]}"
177,104,"{""type"":""Point"",""coordinates"":[-70.33670226222159,43.93677458723353]}"
178,104,"{""type"":""Point"",""coordinates"":[-70.33790389186026,43.932447926802084]}"
179,104,"{""type"":""Point"",""coordinates"":[-70.33241072779776,43.93356052669347]}"
180,104,"{""type"":""Point"",""coordinates"":[-70.33017912989737,43.932447926802084]}"
181,104,"{""type"":""Point"",""coordinates"":[-70.32571593409659,43.928368215783536]}"
182,104,"{""type"":""Point"",""coordinates"":[-70.32914916163566,43.92737915278681]}"
183,104,"{""type"":""Point"",""coordinates"":[-70.34459868556144,43.888545439351375]}"
184,104,"{""type"":""Point"",""coordinates"":[-70.34648696070792,43.89040112929395]}"
185,104,"{""type"":""Point"",""coordinates"":[-70.34734526759269,43.8701091130741]}"
186,104,"{""type"":""Point"",""coordinates"":[-70.36004820948722,43.91798223406206]}"
187,104,"{""type"":""Point"",""coordinates"":[-70.32680181851458,43.927220073732684]}"
188,104,"{""type"":""Point"",""coordinates"":[-70.32611517300678,43.92746734168498]}"
189,104,"{""type"":""Point"",""coordinates"":[-70.32800344815325,43.92709643937107]}"
190,104,"{""type"":""Point"",""coordinates"":[-70.32937673916888,43.92672553474438]}"
191,104,"{""type"":""Point"",""coordinates"":[-70.32766012539935,43.92722007373268]}"
192,104,"{""type"":""Point"",""coordinates"":[-70.32645849576068,43.926972804752474]}"
193,104,"{""type"":""Point"",""coordinates"":[-70.32834677090716,43.92684916987691]}"
194,104,"{""type"":""Point"",""coordinates"":[-70.32577185025286,43.9277146086094]}"
195,104,"{""type"":""Point"",""coordinates"":[-70.32886175503802,43.92672553474438]}"
196,104,"{""type"":""Point"",""coordinates"":[-70.46849913330078,43.71399462533838]}"
197,104,"{""type"":""Point"",""coordinates"":[-70.4691857788086,43.71300200460365]}"
198,104,"{""type"":""Point"",""coordinates"":[-70.4636926147461,43.70158568444751]}"
199,104,"{""type"":""Point"",""coordinates"":[-70.46472258300781,43.699848227723834]}"
200,104,"{""type"":""Point"",""coordinates"":[-70.40670103759766,43.70580501258297]}"
201,104,"{""type"":""Point"",""coordinates"":[-70.41356749267578,43.71151304267425]}"
202,104,"{""type"":""Point"",""coordinates"":[-70.46180433959961,43.6534146740124]}"
203,104,"{""type"":""Point"",""coordinates"":[-70.38181013793945,43.652172641941505]}"
204,104,"{""type"":""Point"",""coordinates"":[-70.34181303710938,43.66794454081586]}"
205,104,"{""type"":""Point"",""coordinates"":[-70.34249968261719,43.666826983594554]}"
206,104,"{""type"":""Point"",""coordinates"":[-70.33855147094727,43.667447851286234]}"
207,104,"{""type"":""Point"",""coordinates"":[-70.33923811645508,43.66223236308439]}"
208,104,"{""type"":""Point"",""coordinates"":[-70.3402680847168,43.66086632700995]}"
209,104,"{""type"":""Point"",""coordinates"":[-70.48618025512695,43.67936726562725]}"
210,104,"{""type"":""Point"",""coordinates"":[-70.47021574707031,43.65627125029339]}"
211,104,"{""type"":""Point"",""coordinates"":[-70.47090239257813,43.65540187189696]}"
212,104,"{""type"":""Point"",""coordinates"":[-70.21873641557266,43.56787848706826]}"
213,104,"{""type"":""Point"",""coordinates"":[-70.2194445187526,43.567940676379585]}"
214,104,"{""type"":""Point"",""coordinates"":[-70.21854329652359,43.56787848706826]}"
215,104,"{""type"":""Point"",""coordinates"":[-70.21807122773697,43.56834490533813]}"
216,104,"{""type"":""Point"",""coordinates"":[-70.2176635319667,43.56761418177883]}"
217,104,"{""type"":""Point"",""coordinates"":[-70.21725583619644,43.56733432785531]}"
218,104,"{""type"":""Point"",""coordinates"":[-70.2172129208522,43.567116662793694]}"
219,104,"{""type"":""Point"",""coordinates"":[-70.21719146318009,43.56680571134121]}"
220,104,"{""type"":""Point"",""coordinates"":[-70.21804977006485,43.566479210588504]}"
221,104,"{""type"":""Point"",""coordinates"":[-70.21796393937638,43.56570182072093]}"
222,104,"{""type"":""Point"",""coordinates"":[-70.21762061662247,43.566043873498664]}"
223,104,"{""type"":""Point"",""coordinates"":[-70.2183287198024,43.56520428594063]}"
224,104,"{""type"":""Point"",""coordinates"":[-70.21800685472061,43.5649555170095]}"
225,104,"{""type"":""Point"",""coordinates"":[-70.21352220124771,43.56548414976019]}"
226,104,"{""type"":""Point"",""coordinates"":[-70.21311450547745,43.56548414976018]}"
227,104,"{""type"":""Point"",""coordinates"":[-70.21425176209976,43.565250930000836]}"
228,104,"{""type"":""Point"",""coordinates"":[-70.21347928590347,43.564162559185334]}"
229,104,"{""type"":""Point"",""coordinates"":[-70.21420884675553,43.56388268922592]}"
230,104,"{""type"":""Point"",""coordinates"":[-70.39985405075373,43.612959708573975]}"
231,104,"{""type"":""Point"",""coordinates"":[-70.35487876999201,43.628866155992576]}"
232,104,"{""type"":""Point"",""coordinates"":[-70.41004161158844,43.69940949252203]}"
233,104,"{""type"":""Point"",""coordinates"":[-70.41304568568512,43.69953359915166]}"
234,104,"{""type"":""Point"",""coordinates"":[-70.4105565957193,43.69953359915166]}"
235,104,"{""type"":""Point"",""coordinates"":[-70.41253070155426,43.69916127849216]}"
236,104,"{""type"":""Point"",""coordinates"":[-70.4116723946695,43.70052644294056]}"
237,104,"{""type"":""Point"",""coordinates"":[-70.40823916713043,43.699781811640214]}"
238,104,"{""type"":""Point"",""coordinates"":[-70.41081408778473,43.698913063434716]}"
239,104,"{""type"":""Point"",""coordinates"":[-70.4134748391275,43.698913063434716]}"
240,104,"{""type"":""Point"",""coordinates"":[-70.42111377040192,43.71045397657584]}"
241,104,"{""type"":""Point"",""coordinates"":[-70.42068461695953,43.709337211118736]}"
242,104,"{""type"":""Point"",""coordinates"":[-70.41356066981598,43.70220182955329]}"
243,104,"{""type"":""Point"",""coordinates"":[-70.40875415126129,43.699595652370114]}"
244,104,"{""type"":""Point"",""coordinates"":[-70.41373233119293,43.70164337255105]}"
245,104,"{""type"":""Point"",""coordinates"":[-70.41390399256989,43.698788955520655]}"
246,104,"{""type"":""Point"",""coordinates"":[-70.41150073329254,43.69922333209595]}"
247,104,"{""type"":""Point"",""coordinates"":[-70.41390399256989,43.701271064992895]}"
248,104,"{""type"":""Point"",""coordinates"":[-70.46368579188629,43.70096080692831]}"
