system:index,landcover,.geo
82,105,"{""type"":""Point"",""coordinates"":[-69.97477434747486,43.783581915484866]}"
83,105,"{""type"":""Point"",""coordinates"":[-69.95280169122486,43.8043989322413]}"
84,105,"{""type"":""Point"",""coordinates"":[-70.16428850763111,43.71860606901907]}"
85,105,"{""type"":""Point"",""coordinates"":[-70.13888262384205,43.73696517384511]}"
86,105,"{""type"":""Point"",""coordinates"":[-70.09905718438893,43.5760078650805]}"
87,105,"{""type"":""Point"",""coordinates"":[-70.15192888849049,43.565063023499924]}"
88,105,"{""type"":""Point"",""coordinates"":[-70.17733477227955,43.56854568883365]}"
89,105,"{""type"":""Point"",""coordinates"":[-70.17046831720143,43.59391331564373]}"
90,105,"{""type"":""Point"",""coordinates"":[-70.19381426446705,43.61927025363929]}"
91,105,"{""type"":""Point"",""coordinates"":[-70.14231585138111,43.63368413745793]}"
92,105,"{""type"":""Point"",""coordinates"":[-70.13476275079518,43.65455328976962]}"
93,105,"{""type"":""Point"",""coordinates"":[-70.15124224298268,43.6659785629337]}"
94,105,"{""type"":""Point"",""coordinates"":[-70.17527483575611,43.70222698483266]}"
95,105,"{""type"":""Point"",""coordinates"":[-69.97546099298268,43.612310589949594]}"
96,105,"{""type"":""Point"",""coordinates"":[-70.04343889825611,43.61678475193169]}"
97,105,"{""type"":""Point"",""coordinates"":[-70.01597307794361,43.644119619835614]}"
98,105,"{""type"":""Point"",""coordinates"":[-70.0152864324358,43.66697196219864]}"
99,105,"{""type"":""Point"",""coordinates"":[-70.03451250665455,43.6783948721126]}"
100,105,"{""type"":""Point"",""coordinates"":[-70.04412554376394,43.68236754852177]}"
101,105,"{""type"":""Point"",""coordinates"":[-69.94799517267018,43.66448843321137]}"
102,105,"{""type"":""Point"",""coordinates"":[-69.95142840020924,43.61529340159116]}"
103,105,"{""type"":""Point"",""coordinates"":[-69.99056719415455,43.6063445228271]}"
104,105,"{""type"":""Point"",""coordinates"":[-70.03245257013111,43.58695071772344]}"
105,105,"{""type"":""Point"",""coordinates"":[-70.08395098321705,43.5670531426322]}"
106,105,"{""type"":""Point"",""coordinates"":[-70.11759661309986,43.55411619301975]}"
107,105,"{""type"":""Point"",""coordinates"":[-70.1745881902483,43.552623289312294]}"
108,105,"{""type"":""Point"",""coordinates"":[-70.12926958673268,43.58396650061843]}"
109,105,"{""type"":""Point"",""coordinates"":[-70.06678484552174,43.60336126734762]}"
110,105,"{""type"":""Point"",""coordinates"":[-70.09081743829519,43.62374389780288]}"
111,105,"{""type"":""Point"",""coordinates"":[-70.07983111017018,43.761269922175984]}"
112,105,"{""type"":""Point"",""coordinates"":[-70.09837053888111,43.76821232322116]}"
113,105,"{""type"":""Point"",""coordinates"":[-70.16291521661549,43.75928623103786]}"
114,105,"{""type"":""Point"",""coordinates"":[-70.08532427423268,43.79894755731923]}"
115,105,"{""type"":""Point"",""coordinates"":[-70.16291521661549,43.64362273320157]}"
116,105,"{""type"":""Point"",""coordinates"":[-70.26453875177174,43.54764667652286]}"
117,105,"{""type"":""Point"",""coordinates"":[-70.29269121759205,43.53968324135376]}"
118,105,"{""type"":""Point"",""coordinates"":[-70.33663653009205,43.533709974645156]}"
119,105,"{""type"":""Point"",""coordinates"":[-70.35517595880299,43.77664129847493]}"
120,105,"{""type"":""Point"",""coordinates"":[-70.02077959649831,43.62622911183182]}"
121,105,"{""type"":""Point"",""coordinates"":[-69.9493684636858,43.72902679203563]}"
122,105,"{""type"":""Point"",""coordinates"":[-69.96790789239674,43.72853060823396]}"
123,105,"{""type"":""Point"",""coordinates"":[-70.45199297540455,43.96424936236693]}"
124,105,"{""type"":""Point"",""coordinates"":[-70.35311602227955,43.97956848466723]}"
125,105,"{""type"":""Point"",""coordinates"":[-70.35792254083424,43.92815969204141]}"
126,105,"{""type"":""Point"",""coordinates"":[-70.4602327214983,43.90936461692852]}"
127,105,"{""type"":""Point"",""coordinates"":[-70.50074480645924,43.9212358814213]}"
128,105,"{""type"":""Point"",""coordinates"":[-70.59138201349049,43.956835465269776]}"
129,105,"{""type"":""Point"",""coordinates"":[-70.58726214044361,43.95436396065047]}"
130,105,"{""type"":""Point"",""coordinates"":[-70.51722429864674,44.02500842121418]}"
131,105,"{""type"":""Point"",""coordinates"":[-70.68819903009205,43.942993715433936]}"
132,105,"{""type"":""Point"",""coordinates"":[-70.61541460626393,43.74143005118712]}"
133,105,"{""type"":""Point"",""coordinates"":[-70.60992144220143,43.74043788499557]}"
134,105,"{""type"":""Point"",""coordinates"":[-70.58314226739674,43.691801600748356]}"
135,105,"{""type"":""Point"",""coordinates"":[-70.73832415216236,43.94645445510189]}"
136,105,"{""type"":""Point"",""coordinates"":[-70.72871111505299,44.023527233104495]}"
137,105,"{""type"":""Point"",""coordinates"":[-70.73695086114674,44.036362967206784]}"
138,105,"{""type"":""Point"",""coordinates"":[-70.72253130548269,44.06547989874719]}"
139,105,"{""type"":""Point"",""coordinates"":[-70.73420427911549,44.0718935693076]}"
140,105,"{""type"":""Point"",""coordinates"":[-70.74313067071705,44.08767810520668]}"
141,105,"{""type"":""Point"",""coordinates"":[-70.66828631036549,44.12761389126952]}"
142,105,"{""type"":""Point"",""coordinates"":[-70.67309282892018,44.12219209622111]}"
143,105,"{""type"":""Point"",""coordinates"":[-70.79737566583424,44.04820886987056]}"
144,105,"{""type"":""Point"",""coordinates"":[-70.80218218438893,44.060545833097315]}"
145,105,"{""type"":""Point"",""coordinates"":[-70.8063020574358,44.06153267912532]}"
146,105,"{""type"":""Point"",""coordinates"":[-70.79874895684986,44.045247616261385]}"
147,105,"{""type"":""Point"",""coordinates"":[-70.73626421563893,44.03389477268798]}"
148,105,"{""type"":""Point"",""coordinates"":[-70.72802446954518,44.06399972223094]}"
149,105,"{""type"":""Point"",""coordinates"":[-70.74381731622486,44.08471882548828]}"
150,105,"{""type"":""Point"",""coordinates"":[-70.75411699884205,44.08915768954886]}"
151,105,"{""type"":""Point"",""coordinates"":[-70.6415071355608,44.1591490104326]}"
152,105,"{""type"":""Point"",""coordinates"":[-70.51928423517018,44.023527233104495]}"
153,105,"{""type"":""Point"",""coordinates"":[-70.5151643621233,43.99043772264566]}"
154,105,"{""type"":""Point"",""coordinates"":[-70.48495195977955,44.03241380663129]}"
155,105,"{""type"":""Point"",""coordinates"":[-70.45748613946705,43.98401523165754]}"
156,105,"{""type"":""Point"",""coordinates"":[-70.4547395574358,43.96227241359957]}"
157,105,"{""type"":""Point"",""coordinates"":[-70.46160601251393,43.93013777563066]}"
158,105,"{""type"":""Point"",""coordinates"":[-70.47190569513111,43.92370876343851]}"
159,105,"{""type"":""Point"",""coordinates"":[-70.46297930352955,43.928159692041405]}"
160,105,"{""type"":""Point"",""coordinates"":[-70.54606340997486,43.89650140793662]}"
161,105,"{""type"":""Point"",""coordinates"":[-70.56048296563893,43.88957391343681]}"
162,105,"{""type"":""Point"",""coordinates"":[-70.58039568536549,43.88363541963491]}"
163,105,"{""type"":""Point"",""coordinates"":[-70.60648821466236,43.89600661362495]}"
164,105,"{""type"":""Point"",""coordinates"":[-70.60030840509205,43.85987552415528]}"
165,105,"{""type"":""Point"",""coordinates"":[-70.60992144220143,43.88264561310913]}"
166,105,"{""type"":""Point"",""coordinates"":[-70.41972063653736,43.8702716439709]}"
167,105,"{""type"":""Point"",""coordinates"":[-70.41216753595143,43.86829157045467]}"
168,105,"{""type"":""Point"",""coordinates"":[-70.4053010808733,43.89303776141567]}"
169,105,"{""type"":""Point"",""coordinates"":[-70.39500139825613,43.914805907127146]}"
170,105,"{""type"":""Point"",""coordinates"":[-70.42658709161549,43.866806472149385]}"
171,105,"{""type"":""Point"",""coordinates"":[-70.42040728204518,43.853934070241486]}"
172,105,"{""type"":""Point"",""coordinates"":[-70.67927263849049,44.07041355317025]}"
173,105,"{""type"":""Point"",""coordinates"":[-70.66965960138111,44.07041355317025]}"
174,105,"{""type"":""Point"",""coordinates"":[-70.67789934747486,44.06103925816746]}"
175,105,"{""type"":""Point"",""coordinates"":[-70.67103289239674,44.05215697773357]}"
176,105,"{""type"":""Point"",""coordinates"":[-70.67171953790455,44.04426049882762]}"
177,105,"{""type"":""Point"",""coordinates"":[-70.22814653985768,43.52026796113571]}"
178,105,"{""type"":""Point"",""coordinates"":[-70.27209185235768,43.517280440231964]}"
179,105,"{""type"":""Point"",""coordinates"":[-70.24668596856863,43.504332807003784]}"
180,105,"{""type"":""Point"",""coordinates"":[-70.14849566095143,43.526242559173724]}"
181,105,"{""type"":""Point"",""coordinates"":[-70.14300249688893,43.54864203195424]}"
182,105,"{""type"":""Point"",""coordinates"":[-70.18145464532643,43.59441061324543]}"
183,105,"{""type"":""Point"",""coordinates"":[-70.18145464532643,43.62026442555459]}"
184,105,"{""type"":""Point"",""coordinates"":[-70.17390154474049,43.64362273320157]}"
185,105,"{""type"":""Point"",""coordinates"":[-70.1299562322405,43.62324684266793]}"
186,105,"{""type"":""Point"",""coordinates"":[-70.13407610528736,43.64710085333279]}"
187,105,"{""type"":""Point"",""coordinates"":[-70.11896990411549,43.676408435265955]}"
188,105,"{""type"":""Point"",""coordinates"":[-70.12377642267018,43.68336067652307]}"
189,105,"{""type"":""Point"",""coordinates"":[-70.13407610528736,43.69229808871145]}"
190,105,"{""type"":""Point"",""coordinates"":[-70.0427522527483,43.66448843321137]}"
191,105,"{""type"":""Point"",""coordinates"":[-70.04618548028736,43.6480945649529]}"
192,105,"{""type"":""Point"",""coordinates"":[-70.06197832696705,43.64064132709078]}"
193,105,"{""type"":""Point"",""coordinates"":[-70.00704668634205,43.61678475193169]}"
194,105,"{""type"":""Point"",""coordinates"":[-70.00841997735768,43.58595599512622]}"
195,105,"{""type"":""Point"",""coordinates"":[-70.20686052911549,43.48640072937809]}"
196,105,"{""type"":""Point"",""coordinates"":[-70.27003191583424,43.497359854013865]}"
197,105,"{""type"":""Point"",""coordinates"":[-70.32565020196705,43.52624255917372]}"
198,105,"{""type"":""Point"",""coordinates"":[-70.29269121759205,43.518276296969056]}"
199,105,"{""type"":""Point"",""coordinates"":[-70.28857134454518,43.53669668196309]}"
200,105,"{""type"":""Point"",""coordinates"":[-70.24943255059986,43.53420776947085]}"
201,105,"{""type"":""Point"",""coordinates"":[-70.21922014825611,43.509810990815076]}"
202,105,"{""type"":""Point"",""coordinates"":[-70.2240266668108,43.497359854013865]}"
203,105,"{""type"":""Point"",""coordinates"":[-70.18282793634205,43.51279888152262]}"
204,105,"{""type"":""Point"",""coordinates"":[-70.16566179864674,43.531718754251784]}"
205,105,"{""type"":""Point"",""coordinates"":[-70.20274065606861,43.53520334679499]}"
206,105,"{""type"":""Point"",""coordinates"":[-70.19244097345143,43.55212564652471]}"
207,105,"{""type"":""Point"",""coordinates"":[-70.18900774591236,43.58197694035976]}"
208,105,"{""type"":""Point"",""coordinates"":[-70.20411394708424,43.598886106732785]}"
209,105,"{""type"":""Point"",""coordinates"":[-70.1690950261858,43.75432671545103]}"
210,105,"{""type"":""Point"",""coordinates"":[-70.18694780938893,43.75631057101276]}"
211,105,"{""type"":""Point"",""coordinates"":[-70.12446306817799,43.78506908573461]}"
212,105,"{""type"":""Point"",""coordinates"":[-70.11416338556081,43.77614550928668]}"
213,105,"{""type"":""Point"",""coordinates"":[-70.10798357599049,43.77069155691022]}"
214,105,"{""type"":""Point"",""coordinates"":[-70.11073015802174,43.76126992217599]}"
215,105,"{""type"":""Point"",""coordinates"":[-70.11485003106861,43.75531865145303]}"
216,105,"{""type"":""Point"",""coordinates"":[-70.0812044011858,43.75135080879144]}"
217,105,"{""type"":""Point"",""coordinates"":[-70.09837053888111,43.73597293366508]}"
218,105,"{""type"":""Point"",""coordinates"":[-70.09837053888111,43.72952297172693]}"
219,105,"{""type"":""Point"",""coordinates"":[-70.09631060235768,43.71513209186525]}"
220,105,"{""type"":""Point"",""coordinates"":[-70.07090471856861,43.72704203216644]}"
221,105,"{""type"":""Point"",""coordinates"":[-70.05442522638111,43.72803442032185]}"
222,105,"{""type"":""Point"",""coordinates"":[-70.06609820001393,43.7548226855073]}"
223,105,"{""type"":""Point"",""coordinates"":[-70.03382586114674,43.77564971598771]}"
224,105,"{""type"":""Point"",""coordinates"":[-70.06335161798268,43.78011170769271]}"
225,105,"{""type"":""Point"",""coordinates"":[-70.01871965997486,43.79200872438532]}"
226,105,"{""type"":""Point"",""coordinates"":[-69.9933137761858,43.68038124319791]}"
227,105,"{""type"":""Point"",""coordinates"":[-69.97614763849049,43.69279457256436]}"
228,105,"{""type"":""Point"",""coordinates"":[-69.98026751153736,43.6659785629337]}"
229,105,"{""type"":""Point"",""coordinates"":[-69.99468706720143,43.65654044997627]}"
230,105,"{""type"":""Point"",""coordinates"":[-69.98438738458424,43.64163514556708]}"
231,105,"{""type"":""Point"",""coordinates"":[-69.9768342839983,43.6371628329645]}"
232,105,"{""type"":""Point"",""coordinates"":[-69.94250200860768,43.638653640820365]}"
233,105,"{""type"":""Point"",""coordinates"":[-69.96241472833424,43.672435364289754]}"
234,105,"{""type"":""Point"",""coordinates"":[-69.9383821355608,43.696269844449596]}"
235,105,"{""type"":""Point"",""coordinates"":[-69.95280169122486,43.713643182858746]}"
236,105,"{""type"":""Point"",""coordinates"":[-70.26195836019156,43.63790035965456]}"
237,105,"{""type"":""Point"",""coordinates"":[-70.27157139730093,43.63777612552183]}"
238,105,"{""type"":""Point"",""coordinates"":[-70.27620625447867,43.63914268685424]}"
239,105,"{""type"":""Point"",""coordinates"":[-70.28272938680288,43.64162726419454]}"
240,105,"{""type"":""Point"",""coordinates"":[-70.28581929158804,43.64734140215613]}"
241,105,"{""type"":""Point"",""coordinates"":[-70.28770756673453,43.648956168723984]}"
242,105,"{""type"":""Point"",""coordinates"":[-70.28427433919546,43.64734140215612]}"
243,105,"{""type"":""Point"",""coordinates"":[-70.28805088948843,43.64423595982165]}"
244,105,"{""type"":""Point"",""coordinates"":[-70.29508900594351,43.64659611063722]}"
245,105,"{""type"":""Point"",""coordinates"":[-70.29285740804312,43.648210897240716]}"
246,105,"{""type"":""Point"",""coordinates"":[-70.29920887899038,43.65156454609328]}"
247,105,"{""type"":""Point"",""coordinates"":[-70.30332875203726,43.65479380874654]}"
248,105,"{""type"":""Point"",""coordinates"":[-70.2617866988146,43.63553986720943]}"
249,105,"{""type"":""Point"",""coordinates"":[-70.24908375692007,43.63976384082173]}"
250,105,"{""type"":""Point"",""coordinates"":[-70.20908665609,43.63106710091513]}"
251,105,"{""type"":""Point"",""coordinates"":[-70.21595311116812,43.64175149036447]}"
252,105,"{""type"":""Point"",""coordinates"":[-70.26556324910757,43.67180667077613]}"
253,105,"{""type"":""Point"",""coordinates"":[-70.26882481526968,43.66932334182595]}"
254,105,"{""type"":""Point"",""coordinates"":[-70.26539158773062,43.66783329513559]}"
255,105,"{""type"":""Point"",""coordinates"":[-70.27191472005484,43.6703166857361]}"
256,105,"{""type"":""Point"",""coordinates"":[-70.26762318563101,43.6773937852304]}"
257,105,"{""type"":""Point"",""coordinates"":[-70.26041340779898,43.67714548007823]}"
258,105,"{""type"":""Point"",""coordinates"":[-70.26110005330679,43.671185848171454]}"
259,105,"{""type"":""Point"",""coordinates"":[-70.27105641317007,43.67689717389854]}"
260,105,"{""type"":""Point"",""coordinates"":[-70.27071309041617,43.66870249353363]}"
261,105,"{""type"":""Point"",""coordinates"":[-70.26659321736929,43.66708825791913]}"
262,105,"{""type"":""Point"",""coordinates"":[-70.29955220174429,43.637279186422354]}"
263,105,"{""type"":""Point"",""coordinates"":[-70.30075383138296,43.63690647940067]}"
264,105,"{""type"":""Point"",""coordinates"":[-70.30006718587515,43.63690647940068]}"
265,105,"{""type"":""Point"",""coordinates"":[-70.2647049422228,43.64175149036447]}"
266,105,"{""type"":""Point"",""coordinates"":[-70.25200200032828,43.64895616872398]}"
267,105,"{""type"":""Point"",""coordinates"":[-70.24513554525015,43.65553899854549]}"
268,105,"{""type"":""Point"",""coordinates"":[-70.2398140425646,43.65640837495666]}"
269,105,"{""type"":""Point"",""coordinates"":[-70.24805378865835,43.68347694048685]}"
270,105,"{""type"":""Point"",""coordinates"":[-70.24290394734976,43.685711414048825]}"
271,105,"{""type"":""Point"",""coordinates"":[-70.25148701619742,43.69104898621093]}"
272,105,"{""type"":""Point"",""coordinates"":[-70.24908375692007,43.691917848352276]}"
273,105,"{""type"":""Point"",""coordinates"":[-70.25354695272085,43.69092486202033]}"
274,105,"{""type"":""Point"",""coordinates"":[-70.242045640465,43.67416573810576]}"
275,105,"{""type"":""Point"",""coordinates"":[-70.2255661482775,43.65901642867005]}"
276,105,"{""type"":""Point"",""coordinates"":[-70.24942707967398,43.709416533975045]}"
277,105,"{""type"":""Point"",""coordinates"":[-70.25011372518179,43.70072988160983]}"
278,105,"{""type"":""Point"",""coordinates"":[-70.2508003706896,43.697999530893846]}"
279,105,"{""type"":""Point"",""coordinates"":[-70.24942707967398,43.70643839496799]}"
280,105,"{""type"":""Point"",""coordinates"":[-70.24410557698843,43.71375938811846]}"
281,105,"{""type"":""Point"",""coordinates"":[-70.24599385213492,43.7136353109387]}"
282,105,"{""type"":""Point"",""coordinates"":[-70.24513554525015,43.710409214095165]}"
283,105,"{""type"":""Point"",""coordinates"":[-70.24444889974234,43.70333600948965]}"
284,105,"{""type"":""Point"",""coordinates"":[-70.2478821272814,43.6978754210889]}"
285,105,"{""type"":""Point"",""coordinates"":[-70.24599385213492,43.695517285986305]}"
286,105,"{""type"":""Point"",""coordinates"":[-70.24084401082632,43.69179372595989]}"
287,105,"{""type"":""Point"",""coordinates"":[-70.2394707198107,43.68521487156108]}"
288,105,"{""type"":""Point"",""coordinates"":[-70.22779774617788,43.68409763593608]}"
289,105,"{""type"":""Point"",""coordinates"":[-70.23638081502554,43.68161481560687]}"
290,105,"{""type"":""Point"",""coordinates"":[-70.24702382039665,43.6804975129357]}"
291,105,"{""type"":""Point"",""coordinates"":[-70.23380589437124,43.69440024225415]}"
292,105,"{""type"":""Point"",""coordinates"":[-70.22899937581656,43.69998525283611]}"
293,105,"{""type"":""Point"",""coordinates"":[-70.23123097371695,43.703087811715314]}"
294,105,"{""type"":""Point"",""coordinates"":[-70.23311924886343,43.69998525283611]}"
295,105,"{""type"":""Point"",""coordinates"":[-70.22951435994742,43.69688253340138]}"
296,105,"{""type"":""Point"",""coordinates"":[-70.22247624349234,43.70184680743034]}"
297,105,"{""type"":""Point"",""coordinates"":[-70.22110295247671,43.69613785684646]}"
298,105,"{""type"":""Point"",""coordinates"":[-70.21955800008413,43.68881471147691]}"
299,105,"{""type"":""Point"",""coordinates"":[-70.21475148152945,43.68310452013472]}"
300,105,"{""type"":""Point"",""coordinates"":[-70.20496678304312,43.69080073757286]}"
301,105,"{""type"":""Point"",""coordinates"":[-70.21286320638296,43.70668657887022]}"
302,105,"{""type"":""Point"",""coordinates"":[-70.21955800008413,43.71921852970174]}"
303,105,"{""type"":""Point"",""coordinates"":[-70.22024464559195,43.71760565327115]}"
304,105,"{""type"":""Point"",""coordinates"":[-70.21629643392203,43.71264268425244]}"
305,105,"{""type"":""Point"",""coordinates"":[-70.22024464559195,43.701846807430336]}"
306,105,"{""type"":""Point"",""coordinates"":[-70.23208928060171,43.6992406148144]}"
307,105,"{""type"":""Point"",""coordinates"":[-70.23157429647087,43.692910818243554]}"
308,105,"{""type"":""Point"",""coordinates"":[-70.20805668782828,43.72095542499657]}"
309,105,"{""type"":""Point"",""coordinates"":[-70.19998860311148,43.71512422014077]}"
310,105,"{""type"":""Point"",""coordinates"":[-70.17990422200796,43.71227044500634]}"
311,105,"{""type"":""Point"",""coordinates"":[-70.18762898397085,43.7267860623662]}"
312,105,"{""type"":""Point"",""coordinates"":[-70.1958687300646,43.73274017011884]}"
313,105,"{""type"":""Point"",""coordinates"":[-70.28277082999671,43.725110969315594]}"
314,105,"{""type"":""Point"",""coordinates"":[-70.28225584586585,43.72449069837395]}"
315,105,"{""type"":""Point"",""coordinates"":[-70.28174086173499,43.72383940697306]}"
316,105,"{""type"":""Point"",""coordinates"":[-70.2813117082926,43.72346723727915]}"
317,105,"{""type"":""Point"",""coordinates"":[-70.28461618979895,43.72632047917912]}"
318,105,"{""type"":""Point"",""coordinates"":[-70.25457544883216,43.71540299283459]}"
319,105,"{""type"":""Point"",""coordinates"":[-70.25650663932288,43.71574419439595]}"
320,105,"{""type"":""Point"",""coordinates"":[-70.25878115256751,43.715806230834716]}"
321,105,"{""type"":""Point"",""coordinates"":[-70.26127024253333,43.71661269869468]}"
322,105,"{""type"":""Point"",""coordinates"":[-70.26697798331702,43.71754322504606]}"
323,105,"{""type"":""Point"",""coordinates"":[-70.27023954947913,43.71903203715144]}"
324,105,"{""type"":""Point"",""coordinates"":[-70.2778355654093,43.722443758699185]}"
