system:index,landcover,.geo
26,103,"{""type"":""Point"",""coordinates"":[-70.65910688770862,43.874455396750896]}"
27,103,"{""type"":""Point"",""coordinates"":[-70.73068968189807,43.8979620905167]}"
28,103,"{""type"":""Point"",""coordinates"":[-70.72897306812854,43.897467308342534]}"
29,103,"{""type"":""Point"",""coordinates"":[-70.72622648609729,43.897467308342534]}"
30,103,"{""type"":""Point"",""coordinates"":[-70.73022885230388,43.90328073922703]}"
31,103,"{""type"":""Point"",""coordinates"":[-70.73537869361246,43.90142545061616]}"
32,103,"{""type"":""Point"",""coordinates"":[-70.73537869361246,43.8996937957489]}"
33,103,"{""type"":""Point"",""coordinates"":[-70.73143048194254,43.902909686130215]}"
34,103,"{""type"":""Point"",""coordinates"":[-70.72868389991129,43.90204388657724]}"
35,103,"{""type"":""Point"",""coordinates"":[-70.74653668311441,43.90550700924139]}"
36,103,"{""type"":""Point"",""coordinates"":[-70.7509998789152,43.90303337075278]}"
37,103,"{""type"":""Point"",""coordinates"":[-70.51991171569824,43.83880946544628]}"
38,103,"{""type"":""Point"",""coordinates"":[-70.51965422363281,43.839490459718455]}"
39,103,"{""type"":""Point"",""coordinates"":[-70.52111334533691,43.841719113902144]}"
40,103,"{""type"":""Point"",""coordinates"":[-70.52145666809082,43.841100051646194]}"
41,103,"{""type"":""Point"",""coordinates"":[-70.52085585327148,43.840419075745444]}"
42,103,"{""type"":""Point"",""coordinates"":[-70.52068419189453,43.840047631069]}"
43,103,"{""type"":""Point"",""coordinates"":[-70.52051253051758,43.83880946544628]}"
44,103,"{""type"":""Point"",""coordinates"":[-70.52085585327148,43.83849992002587]}"
45,103,"{""type"":""Point"",""coordinates"":[-70.52102751464844,43.837942734222295]}"
46,103,"{""type"":""Point"",""coordinates"":[-70.5200833770752,43.83744745358445]}"
47,103,"{""type"":""Point"",""coordinates"":[-70.5200833770752,43.83565202680989]}"
48,103,"{""type"":""Point"",""coordinates"":[-70.51836676330566,43.835899675094026]}"
49,103,"{""type"":""Point"",""coordinates"":[-70.51913923950195,43.83577585108042]}"
50,103,"{""type"":""Point"",""coordinates"":[-70.52085585327148,43.83682834700591]}"
51,103,"{""type"":""Point"",""coordinates"":[-70.52085585327148,43.830017750689805]}"
52,103,"{""type"":""Point"",""coordinates"":[-70.52119917602539,43.829893914471555]}"
53,103,"{""type"":""Point"",""coordinates"":[-70.5218858215332,43.830203504535426]}"
54,103,"{""type"":""Point"",""coordinates"":[-70.51922507019043,43.829274729526226]}"
55,103,"{""type"":""Point"",""coordinates"":[-70.51888174743652,43.83168951448821]}"
56,103,"{""type"":""Point"",""coordinates"":[-70.51965422363281,43.83212292708831]}"
57,103,"{""type"":""Point"",""coordinates"":[-70.51965422363281,43.83274208248557]}"
58,103,"{""type"":""Point"",""coordinates"":[-70.5175084564209,43.834785249721826]}"
59,103,"{""type"":""Point"",""coordinates"":[-70.51673598022461,43.83391846004366]}"
60,103,"{""type"":""Point"",""coordinates"":[-70.5163926574707,43.83367080353742]}"
61,103,"{""type"":""Point"",""coordinates"":[-70.51630682678223,43.83305165777542]}"
62,103,"{""type"":""Point"",""coordinates"":[-70.51879591674805,43.83577585108042]}"
63,103,"{""type"":""Point"",""coordinates"":[-70.51965422363281,43.83552820228241]}"
64,103,"{""type"":""Point"",""coordinates"":[-70.5197400543213,43.83546628992233]}"
65,103,"{""type"":""Point"",""coordinates"":[-70.15310216241659,43.712099861426914]}"
66,103,"{""type"":""Point"",""coordinates"":[-70.15267300897422,43.7115414966334]}"
67,103,"{""type"":""Point"",""coordinates"":[-70.1512138872701,43.71092108520605]}"
68,103,"{""type"":""Point"",""coordinates"":[-70.15009808831991,43.709928413563844]}"
69,103,"{""type"":""Point"",""coordinates"":[-70.147952321108,43.70887368192937]}"
70,103,"{""type"":""Point"",""coordinates"":[-70.14898228936971,43.709183899042685]}"
71,103,"{""type"":""Point"",""coordinates"":[-70.14614987664999,43.70955615745926]}"
72,103,"{""type"":""Point"",""coordinates"":[-70.14606404596151,43.70899776896738]}"
73,103,"{""type"":""Point"",""coordinates"":[-70.14606404596151,43.70874959463449]}"
74,103,"{""type"":""Point"",""coordinates"":[-70.14675069146932,43.70874959463449]}"
75,103,"{""type"":""Point"",""coordinates"":[-70.14451909356893,43.71383696307231]}"
